Obj Type,Object Name,Object description,Long Description,CMOD FM/ WF Template Name,Description,Process area,Level 1 Process,Module,Sub Process,Theme
Class,ZCL_PPY_BENEFIT_PAYROLL,Benefit Payroll,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZCL_PPY_METLIFE_INS_DEDUCTION,MetLife Insurance Deduction Changes,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZCL_PPY_PROVIDENT_INSUR_DEDUCT,HCM PY 098 Provident Insurance Deduction,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZCL_PPY_UHC_FSA_ENROLL,United Health Care - FSA enrollment to SAP,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZCL_PROCESS_RECRUITING_ACTION,Process recruiting actions,,,,HCM,Talent Management,Recruiting,Recruiting Actions,Process recruiting actions
Class,ZCLCO_CRDEFERRED_COMP_OUT_ASY,Proxy Class (generated),,,,HCM,Talent Management,Comp,Comp  Management,Deferred Comp
Class,ZFAP_CL_PAYROLL_DEDUCTION_IN_A,Generated test implementation,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll deduction
Class,ZFAP_CL_PENSION_PAYROLL_DEDUCT,Generated test implementation,,,,HCM,Payroll Admin,Payroll,Pension,Payroll deduction
Class,ZHCM_CL_FID_INV401K_CONT_LOANS,Fidelity Investments - Contributions & Loans,,,,HCM,Payroll Admin,Payroll,401K,401k Contributions & Loans
Class,ZHCM_CL_FIDELITY_INV401KCONT_L,Service Interface -- Fidelity Investments 401K Contributions,,,,HCM,Payroll Admin,Payroll,401K,401k Contributions & Investments
Class,ZHCM_CL_PAND_DEDUCT_RCV_IN_ASY,Wageworks Parking and Transit Enrollment amounts to SAP,,,,HCM,Payroll Admin,Payroll,Wage works,Payroll deduction
Class,ZHCMCO_EMP_DETAILS_OUT_ASY,Wage Works ParkingTransit Eligibility,,,,HCM,Payroll Admin,Payroll,Wage works,Payroll deduction
Class,ZHCMI_CL_RRBG90REPLY_TARGET_IN,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Payroll,Payroll
Class,ZHCMI_CO_CREW_CALL_UPDATES_SOU,Source Interface for SAP,,,,HCM,Personnel Admin,PA,Crewcall,Updates to Crew Call
Class,ZHCMI_CO_PAYROLL_DATA401KSENDE,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,401K,401k Vendor
Class,ZPBN_CL_TTGPAYROLL_UHCECC_IN_A,Inbound Service Interface -- TTG Payroll UHC Load Eligibilit,,,,HCM,Benefits Admin.,Benefits,Benefits Integration,Benefits Vendor
Class,ZPBN_CO_AYCO_ELIGIBILITY_OUT_A,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Ben Eligibility,Ben Eligibility
Class,ZPBN_CO_EXEC_LIFE_ELIG_ECC_OUT,Service Interface -- Aon Hewitt Executive Life Eligibility,,,,HCM,Benefits Admin.,Benefits,Ben Eligibility,Ben Eligibility
Class,ZPBN_CO_FIDELITY_INV401KPAY_DS,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Benefits Integration,401k Vendor
Class,ZPBN_CO_MERRILL_LYNCH_NO_DIS_O,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Benefits Integration,401k Vendor
Class,ZPBN_CO_PAYROLL_RESULTS_OUT_AS,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Payroll results
Class,ZPBNCL_UHCOPT_OUT_IN_ASY,UHC to SAP,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Payroll deduction
Class,ZPBNCL_VANGUARD401K_DEDUCTIONS,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Comp  Management,Comp Data
Class,ZPBNCO_COMPENSATION_DATA_OUT_A,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Comp  Management,Comp Data
Class,ZPBNCO_EECRTWAGES_OUT_ASY,Service Interface - Empoyee CRT Wages Outbound Async,,,,HCM,Benefits Admin.,Benefits,Benefits Integration,Wages to Vendors
Class,ZPBNCO_EMPLOYMENT_DATA_OUT_ASY,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Benefits Integration,PA Data
Class,ZPBNCO_FIDELITY_INV_CENSUS,Service Interface -- ECC for Fidelity Investments Census Fil,,,,HCM,Benefits Admin.,Benefits,Benefits Integration,PA Data
Class,ZPBNCO_PERSONAL_DATA_OUT_ASY,Proxy Class (generated),,,,HCM,Benefits Admin.,Benefits,Benefits Integration,PA Data
Class,ZPBNCO_VANGUARD401K_OUT_ASY,Outbound Interface -- ECC to PI,,,,HCM,Benefits Admin.,Benefits,Benefits Integration,401k Vendor
Class,ZPBNI_CO_PENSION_CALC_OUT_ASY,Interface from ECC -- Proxy will be generated on this one,,,,HCM,Payroll Admin,Payroll,Pension,Pension Calc
Class,ZPES_CL_SEGMENT_RCV_IN_ASY,Proxy Class (generated),,,,HCM,Not HCM - PS,Not HCM - PS,Not HCM - PS,Not HCM - PS
Class,ZPES_CL_STEP_PLAN_TABLES_RCV_I,"Step Plans Tables 325,323",,,,HCM,Not HCM - PS,Not HCM - PS,Not HCM - PS,Not HCM - PS
Class,ZPOM_CL_ECCPROXY_POSITION_ASS,Service Interface,,,,HCM,Org. Management,OM,Position Management,Position data
Class,ZPPA_CL_EMP_RAC_FID_IN_ASY,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CL_EMPLOYEE_ADDRESS_READ,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_EMP_IDINFO_SND_OUT_ASY,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_EMPLOYEE_DATA_FROM_SAP,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_EMPLOYEE_DETAILS_OUT_A,Employee Details of the updated record in SAP,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_MAILINGS_SND_OUT_ASY,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_NONAGREEMENT_DATA_SND,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_PERSON_DATA_ECC_OUT_AS,Outbound Service Interface -- Person Data,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_SECURIY_NSCARS_ECC_OUT,Outbound Service Interface -- Security NSCars,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_SET_PERSON_DATA_OUT_SY,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPA_CO_VA_NEW_HIRE_REP_CEN_OU,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPACL_EMPLOYEE_ADDRESS_UPDATE,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPACO_PSTROLE_BASED_AUTHORITY,Proxy Class (generated),,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZPPT_CL_CONSOLIDATED_PAY_DETAI,Proxy Class (generated),,,,HCM,Time Management,Time,Time Management,Pay detail
Class,ZPPT_CO_CONSOLIDATED_PAY_DETAI,Proxy Class (generated),,,,HCM,Time Management,Time,Time Management,Pay detail
Class,ZPPY_CL_ARIEMP_CO_CAR_ASSIGNED,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll benefit
Class,ZPPY_CL_LOAN_INFORMATION401KS1,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,401k,401K Loan
Class,ZPPY_CL_LTIPSTOCK_DATA_RCV_IN1,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Stock Data,Stock Data
Class,ZPPY_CL_METLIFE_INSURANCE_RECE,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_CL_UHCFSAECC_IN_ASY,Generated test implementation,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_CO_ADP_SSO_ELIG_OUT_ASY,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,ADP,ADP SSO
Class,ZPPY_CO_DEDUCTIONS_SND_OUT_ASY,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll deduction
Class,ZPPY_CO_DEMOGRAPHICS_DATA_SND,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Personnel Administration,Demographic Data
Class,ZPPY_CO_METLIFE_COVERAGE_OUT_A,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_CO_PERSON_DATA_SND_OUT_AS,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Personnel Administration,Demographic Data
Class,ZPPY_CO_UHCAGREE_NH_OUT_ASY,UHC Agreement New Hire records out from ECC,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_CO_UHCFSAAGREE_OUT_ASY,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_CO_WORK_NUM_EMP_SENDER_OU,Outbound interface from SAP system,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZPPY_IMPUTED_REPORTCL_EMPLOYEE,Generated test implementation,,,,HCM,Payroll Admin,Payroll,Personnel Administration,Demographic Data
Class,ZPPY_SPOUSAL_REPORTCL_EMPLOYEE,Generated test implementation,,,,HCM,Payroll Admin,Payroll,Personnel Administration,PA Data
Class,ZPPYCL_INSURANCE_DEDUCTIONS_RC,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Payroll deduction
Class,ZPPYCO_CLARKE_SALARY_AND_BONUS,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Comp  Management,Sal & Bonus
Class,ZPPYCO_EMPLOYEE_MASTER_OUT_ASY,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Personnel Administration,Demographic Data
Class,ZPPYCO_PAY_DETAIL_FILE_SOURCE,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,Payroll calc,Pay detail
TABL,HRP9501,DB Table for Infotype 9501,,,,HCM,Talent Management,Recruitment,Candidate Admin,Internal Work Experience program
TABL,HRP9506,NSAA Scores,,,,HCM,Talent Management,Recruitment,Candidate Admin,NSSA Results
TABL,HRP9507,DB Table for Infotype 9507,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Workbench ITC1
TABL,HRP9508,DB Table for Infotype 9508,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Workbench ITC1
TABL,HRP9509,DB Table for Infotype 9509,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype - Police Background
TABL,HRP9510,DB Table for Infotype 9510,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype-PEP Medical
TABL,HRP9511,DB Table for Infotype 9511,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype - Activity Categories
TABL,HRP9512,DB Table for Infotype 9512,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate other info
TABL,HRP9513,DB Table for Infotype 9513,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate other info
TABL,HRP9514,DB Table for Infotype 9514,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate Pers data & Multiple Addresses
TABL,HRP9515,DB Table for Infotype 9515,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate other info
TABL,HRP9516,Military Experience,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype-Record Military
TABL,HRP9517,DB Table for Infotype 9517,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate other info
TABL,HRP9518,DB Table for Infotype 9518,,,,HCM,Talent Management,Recruitment,Candidate Admin,Custom Infotype- Candidate other info
TABL,HRP9519,DB Table for Infotype 9519,,,,HCM,Talent Management,Recruitment,Candidate Admin,Internal Work exp & respons
TABL,PA9000,HR Master Record: Infotype 9000,,,,HCM,Personnel Admin,PA,Grandfather data,Grandfather data
TABL,PA9100,HR Master Record: Infotype 9100,,,,HCM,Personnel Admin,PA,Grandfather data,Grandfather data
TABL,PA9101,HR Master Record: Infotype 9101,,,,HCM,Personnel Admin,PA,Personnel Management,Setting union to UNKN for return to Agreeme
TABL,PA9201,HR Master Record: Infotype 9201,,,,HCM,Personnel Admin,PA,Personnel Management,BLE Disability Plan - Long-Term Complianc
TABL,PA9202,HR Master Record: Infotype 9202,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Custom Infotype
TABL,PA9203,HR Master Record: Infotype 9203,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Custom Infotype
TABL,PA9204,HR Master Record: Infotype 9204,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Custom Infotype
TABL,PA9500,HR Master Record: Infotype 9500,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Custom Infotype
TABL,PA9600,HR Master Record: Infotype 9600,,,,HCM,Personnel Admin,PA,Pension Admin,Pension
TABL,ZABW_HCM_AWARD,Location Master for Awadco,,,,HCM,Personnel Admin,PA,Personnel Management,AwarCo recognition
TABL,ZCREVI_TEMP_TBL,Temparory table for Compensation review entry,,,,HCM,Talent Management,Comp,Comp review,Comp review
TABL,ZPCM_BUDGET,Budget percentage by Org unit ID,,,,HCM,Talent Management,Comp,Budgeting,Budget by Org Unit
TABL,ZPCM_CLARKDEFCOM,Clark Consulting Deferred Comp,,,,HCM,Talent Management,Comp,Salary Bonus,Clark Consulting - CR deferred comp 
TABL,ZPBN_UMR_COMPARE,UMR Compare Table,,,,HCM,Benefits Admin.,Benefits,Ben Integration,UMR- Compare table - SSN chage on Dependents
TABL,ZPBN_UHCCOBRAMAP,COBRA Carrier & Coverage Code Mapping (IF2010),,,,HCM,Benefits Admin.,Benefits,Cobra carrier,Cobra carrier
TABL,ZPBN_SSNLIST_PBI,PBI list of SSNs not in SAP .,,,,HCM,Benefits Admin.,Benefits,Ben Integration,PBI List of SSN not in SAP
TABL,ZPER_CAND_CTRL,Control table for Internal Candidate Access,,,,HCM,Talent Management,Recruitment,Candidate Admin,Internal Candidate access
TABL,ZPER_EDUINST,Educational Institution,,,,HCM,Talent Management,Recruitment,Candidate Admin, Candidate: Educational Institution Drop
TABL,ZPER_EDUINST_T,Educational Institution,,,,HCM,Talent Management,Recruitment,Candidate Admin, Candidate: Educational Institution Drop
TABL,ZPBN_RDS_DATA,RDS Data,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Medicare-Parent-Retiree Drug Subsidy list
TABL,ZPBN_PYGRD_BNS,Pay Grade Percentage Bonus,,,,HCM,Benefits Admin.,Benefits,Bonus calc,Bonus calc
TABL,ZPBN_OPTMHRAELIG,Optum HRA Eligibility Comparison,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Optum HRA Eligibility Comparison
TABL,ZPBN_HRA_FUND,WAGEWORKS HRA FUND TABLE,,,,HCM,Benefits Admin.,Benefits,HRA data,WAGEWORKS HRA FUND TABLE
TABL,ZPBN_HRA_ENROLL,WAGEWORKS HRA ENROLLMENT TABLE,,,,HCM,Benefits Admin.,Benefits,HRA data,WAGEWORKS HRA Enrollment TABLE
TABL,ZPBN_ERROR_LOG,Annuity Awards Error Record Details,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Annuity Awards
TABL,ZPBN_CLASSCODE,UMR Demographics Class Code Mapping,,,,HCM,Benefits Admin.,Benefits,Ben Integration,UMR Demo class code mapping
TABL,ZPBN_CAREMARK_CT,Caremark Compare Table,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Caremark compare table
TABL,ZPBN_BONS_MISC,Miscellaneous values such as bonus payout percentage,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Miscellaneous values such as bonus payout percentage
TABL,ZPBN_BONS_INCTV,Bonus Percentage for Incentive Awards,,,,HCM,Benefits Admin.,Benefits,Bonus calc,Bonus Percentage for Incentive Awards
TABL,ZPBN_AONEXECLIFE,Aon Hewitt Executive Life Plans Comparison,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Aon Hewitt Executive Life Plans Comparison
TABL,ZPBN_AONCOMPARE,Aon Hewitt Navigators Comparison,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Aon Hewitt Navigators Comparison
TABL,ZPOM899UPDATE,Check which Infotypes being updated by 899,,,,HCM,Org. Management,OM,Ben Admin,Infotypes being updated by 899
TABL,ZPNS_METLIFE_342,Metlife keep last send record information,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Metlife keep last send record information
TABL,ZPF_RETRO_PAY,Pension Payroll Retro.,,,,HCM,Payroll Admin,Payroll,Pension Admin,Pension payroll retro
TABL,ZPF_POST_RET2015,Post Retirement Reduction Factor,,,,HCM,Payroll Admin,Payroll,Pension Admin,Post Retirement Reduction Factor
TABL,ZPF_POST_ACTURIA,Post 65 Actuarial Increase Factor,,,,HCM,Payroll Admin,Payroll,Pension Admin,Post 65 Actuarial Increase Factor
TABL,ZPF_PEN_STATUS,Custom Pension Status Codes and Descriptions,,,,HCM,Personnel Admin,PA,Pension Admin,Custom table for Pension Ret Class Drop down
TABL,ZPF_PEN_RETCLS,Custom table for Pension Ret Class Drop down,,,,HCM,Personnel Admin,PA,Pension Admin,Custom table for Pension Group Drop down
TABL,ZPF_PEN_GROUP,Custom table for Pension Group Drop down,,,,HCM,Personnel Admin,PA,Pension Admin,Pension Plan Code Details
TABL,ZPF_PEN_CODE,Pension Plan Code Details,,,,HCM,Personnel Admin,PA,Pension Admin,Pension Indexing Factors
TABL,ZPF_INDEXING_FAC,Pension Indexing Factors,,,,HCM,Personnel Admin,PA,Pension Admin,Pension Indexing Factors
TABL,ZPF_DISQ_CODE,Custom table for Disqualifying Code drop down,,,,HCM,Personnel Admin,PA,Pension Admin,Custom table for Disqualifying Code drop down
TABL,ZPF_COLA,Cola Maintenance,,,,HCM,Personnel Admin,PA,Pension Admin,Cola Maintenance
TABL,ZPES_COUNTER,DS834 Files Counter,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Vacation & Step Rate IDMS Data to SAP
TABL,ZP2P_559_CONFIG,Customized table to store the config for 559,,,,HCM,Payroll Admin,Payroll,Taxes,Custom table for Diesel Fuel Tax
TABL,ZPBN_865_WAGES,Vanguard Deduction Wage Types,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Vangard Deduction from SAP
TABL,ZPBN_365_BENEFIT,Benefit Table mapping for,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Vangard Demographics from SAP
TABL,ZPBN_365_ACTIONS,Action Types/Reason Code Mapping,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Vangard code mapping
TABL,ZPBN_365VANGLAST,365 Vanguard Demographics Last Run Data,,,,HCM,Benefits Admin.,Benefits,401k,401k
TABL,ZPBNRRBCODE,Table for Annuity Awards,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Table for Annuity Awards
TABL,ZPBNPLANNO,Fidelity Plan Number Determination,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Fidelity Plan Number Determination
TABL,ZPBNLOANS,Loans,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Loans
TABL,ZPBNINSURANCE,Employee Insurance Translation Table,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Insurance translation table
TABL,ZPBNGROUPID,FID21 Batch Group ID Mapping,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Batch Group ID
TABL,ZPBNDENTAL,Delta Dental Compare TAble,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Delta Dental Compare TAble
TABL,ZPBNDAVIS,Davis Vision Compare Table,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Davis Vision Compare Table
TABL,ZPBNCMSCODE,Table for CMS Reason Code,,,,HCM,Benefits Admin.,Benefits,Ben Admin,Table for CMS Reason Code
TABL,ZPBNANTHEM_MAP,Anthem Section Code & Package Code Mapping,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Anthem Section Code & Package Code Mapping
TABL,ZPBNANTHEM_EXT,Anthem Weekly Eligibility - Compare Table,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Anthem Weekly Eligibility - Compare TAble
TABL,ZPBNAMOUNT,Conversion amount to signed numeric format,,,,HCM,Benefits Admin.,Benefits,Ben Integration,Conversion amount to signed numeric format
TABL,ZPBACREWSTAT,HCM-PA-Crew Call Status employee update,,,,HCM,Personnel Admin,PA,Crew Call,Crew Call Status employee update
TABL,ZPY_SUP_PERSON,Persons per supplemental batch,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Supplemental pay
TABL,ZTRVL_CHANGES,Travel changes,,,,HCM,Personnel Admin,Travel,Expenses Mgt,Expenses - 60 Days rule
TABL,ZTRAVELREQUEST,Travel Request table update,,,,HCM,Personnel Admin,Travel,Travel Mgt,Expenses - 60 Days rule
TABL,ZT530T,Reason for Action Texts,,,,HCM,Personnel Admin,PA,Actions,Actions
TABL,ZPPY_DEDREG_CTR,HCM PY Deduction register control,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,PY deductions rgister control
TABL,ZPPY_ADPSSOELIG,ADP SSO Registration Eligibility Comparison,,,,HCM,Payroll Admin,Payroll,ADP,SSO Registration Eligibility
TABL,ZPPY_ACA_PAYROLL,ACA Payroll Data,,,,HCM,Payroll Admin,Payroll,ACA,ACA payroll data
TABL,ZPPYCOUNTRY,Country Code Mapping,,,,HCM,Personnel Admin,PA,Personnel Administration,Country mapping
TABL,ZPPT_PAY_UPLOAD,APSE 520 - Statistics for TE/NTE payroll uplaod,,,,HCM,Payroll Admin,Payroll,Pay Admin, Statistics for TE/NTE payroll uplaod
TABL,ZPPT_EMAIL,IS520 - Filename Error Email,,,,HCM,Payroll Admin,Payroll,Integration,Filename error Email
TABL,ZPPT_520_CLUSTER,Temporary storage for IF520 error file,,,,HCM,Payroll Admin,Payroll,Integration,Temp storage for file
TABL,ZPPA_VETS_COUNT,Min & Max Count of Employees for Facility Code,,,,HCM,Personnel Admin,PA,Personnel Administration,"VETS, count"
TABL,ZPPA_STATUS,Status,,,,HCM,Time Management,Time,Integration,Interface Redarrow
TABL,ZPPA_JOBCLASS,IS275 Job Class Mapping Table,,,,HCM,Personnel Admin,PA,Personnel Administration,Job class mapping
TABL,ZPPA_INTF_LOG,PA 0756 Interafce Log - when the Interface was last run,,,,HCM,Personnel Admin,PA,Personnel Administration,3 separate files for each Tax company
TABL,ZPPA_EEO1_TCRT,TB_TCRT for EEO1,,,,HCM,Personnel Admin,PA,Personnel Administration,EEO
TABL,ZPPA_ACTION,SAP Action Mapping from Legacy,,,,HCM,Personnel Admin,PA,Personnel Administration,Mapping to Legacy
TABL,ZPPA_275_CHGEMP,Employee who has Infotypes changes for IS275,,,,HCM,Personnel Admin,PA,Personnel Administration,Emp with changes
TABL,ZPPACSSVALUE,PA : Maintenance for CSS Value,,,,HCM,Personnel Admin,PA,Personnel Administration,UserExit
TABL,ZPOST_PSO_PCT,Custom table for Post SO Percentage Drop down,,,,HCM,Org. Management,OM,Org Admin,Custom Infotype for Post SO Percentage
