,Level-1-text,Module-text,Sub-Process-text,Level 1 Process,Module,Sub Process,Num_words_Level-1-text,Num_words_Module-text,Num_words_Sub-Process-text,Level 1 Process-Code,Module-Code,Sub Process-Code
1338,r2r post temporary storage data call nan,vendorinvoicing&ap r2r post temporary storage data call nan,ap vendorinvoicing&ap r2r post temporary storage data call nan,vendorinvoicing&ap,ap,supplierinvoicingandpayments,7,8,9,15,1,36
1339,r2r nan nan,managementcostaccounting r2r nan nan,co managementcostaccounting r2r nan nan,managementcostaccounting,co,costaccounting&control,3,4,5,8,10,8
1340,r2r zload_ftx_tax - load tax table zftx_tax nan,managetaxes r2r zload_ftx_tax - load tax table zftx_tax nan,tax managetaxes r2r zload_ftx_tax - load tax table zftx_tax nan,managetaxes,tax,indirecttaxes-sales&usetax,8,9,10,9,43,16
1341,r2r report zfap_xibuy_check_inactive nan,vendorinvoicing&ap r2r report zfap_xibuy_check_inactive nan,ap vendorinvoicing&ap r2r report zfap_xibuy_check_inactive nan,vendorinvoicing&ap,ap,vendorinvoicing,4,5,6,15,1,38
1342,r2r extend billing plan dates and calculate escalation nan,customerinvoicing&ar(mbil) r2r extend billing plan dates and calculate escalation nan,ar customerinvoicing&ar(mbil) r2r extend billing plan dates and calculate escalation nan,customerinvoicing&ar(mbil),ar,customerinvoicing,9,10,11,3,6,10
1343,r2r e-mail notification when the recurring template expires nan,vendorinvoicing&ap r2r e-mail notification when the recurring template expires nan,ap vendorinvoicing&ap r2r e-mail notification when the recurring template expires nan,vendorinvoicing&ap,ap,vendormaintenance,9,10,11,15,1,39
1344,r2r payroll accrual download nan,generalaccountingconsolidation&reporting r2r payroll accrual download nan,gl generalaccountingconsolidation&reporting r2r payroll accrual download nan,generalaccountingconsolidation&reporting,gl,generalaccounting,5,6,7,6,17,14
1345,r2r generic withholding tax reporting nan,vendorinvoicing&ap r2r generic withholding tax reporting nan,gl vendorinvoicing&ap r2r generic withholding tax reporting nan,vendorinvoicing&ap,gl,1099taxwithholding/reporting,6,7,8,15,17,0
1346,r2r delete parked document nan,generalaccountingconsolidation&reporting r2r delete parked document nan,fi generalaccountingconsolidation&reporting r2r delete parked document nan,generalaccountingconsolidation&reporting,fi,generalaccounting,5,6,7,6,16,14
1347,r2r program zwf_yearend_invoice_trigger nan,vendorinvoicing&ap r2r program zwf_yearend_invoice_trigger nan,ap vendorinvoicing&ap r2r program zwf_yearend_invoice_trigger nan,vendorinvoicing&ap,ap,vendorinvoicing,4,5,6,15,1,38
1348,r2r program zfapd295_vendor_contacts_load nan,vendorinvoicing&ap r2r program zfapd295_vendor_contacts_load nan,ap vendorinvoicing&ap r2r program zfapd295_vendor_contacts_load nan,vendorinvoicing&ap,ap,vendormaintenance,4,5,6,15,1,39
1349,r2r data upload program for capex % input per gl nan,vendorinvoicing&ap r2r data upload program for capex % input per gl nan,ap vendorinvoicing&ap r2r data upload program for capex % input per gl nan,vendorinvoicing&ap,ap,vendorinvoicing,11,12,13,15,1,38
1350,r2r dms 266:tsar plan data load nan,fixedasset&projectaccounting r2r dms 266:tsar plan data load nan,ps fixedasset&projectaccounting r2r dms 266:tsar plan data load nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,7,8,9,4,33,7
1351,r2r pc to sap directory file interface nan,vendorinvoicing&ap r2r pc to sap directory file interface nan,ap vendorinvoicing&ap r2r pc to sap directory file interface nan,vendorinvoicing&ap,ap,vendorinvoicing,8,9,10,15,1,38
1352,r2r data upload program for capex % input per wbs nan,vendorinvoicing&ap r2r data upload program for capex % input per wbs nan,ap vendorinvoicing&ap r2r data upload program for capex % input per wbs nan,vendorinvoicing&ap,ap,vendorinvoicing,11,12,13,15,1,38
1353,r2r report to delete unwanted wbs elements nan,fixedasset&projectaccounting r2r report to delete unwanted wbs elements nan,ps fixedasset&projectaccounting r2r report to delete unwanted wbs elements nan,fixedasset&projectaccounting,ps,capitalplanning&projectapproval,8,9,10,4,33,6
1354,r2r create bkpf entry from vbkpf table nan,generalaccountingconsolidation&reporting r2r create bkpf entry from vbkpf table nan,fi generalaccountingconsolidation&reporting r2r create bkpf entry from vbkpf table nan,generalaccountingconsolidation&reporting,fi,generalaccounting,8,9,10,6,16,14
1355,r2r joint facilities - send invoice status file from sap nan,customerinvoicing&ar(mbil) r2r joint facilities - send invoice status file from sap nan,ar customerinvoicing&ar(mbil) r2r joint facilities - send invoice status file from sap nan,customerinvoicing&ar(mbil),ar,reporting,11,12,13,3,6,33
1356,r2r interface to send customer balance to third party system bpa nan,customerinvoicing&ar(mbil) r2r interface to send customer balance to third party system bpa nan,ar customerinvoicing&ar(mbil) r2r interface to send customer balance to third party system bpa nan,customerinvoicing&ar(mbil),ar,customerinvoicing,12,13,14,3,6,10
1357,r2r close 7 years old projects nan,fixedasset&projectaccounting r2r close 7 years old projects nan,ps fixedasset&projectaccounting r2r close 7 years old projects nan,fixedasset&projectaccounting,ps,capitalprojectaccounting,7,8,9,4,33,7
1358,r2r payment information report for datagain software nan,fixedasset&projectaccounting r2r payment information report for datagain software nan,ps fixedasset&projectaccounting r2r payment information report for datagain software nan,fixedasset&projectaccounting,ps,directtaxpropertytax,8,9,10,4,33,12
1359,r2r outbound interface(to bruin) program for if2161 nan,vendorinvoicing&ap r2r outbound interface(to bruin) program for if2161 nan,ap vendorinvoicing&ap r2r outbound interface(to bruin) program for if2161 nan,vendorinvoicing&ap,ap,vendorinvoicing,8,9,10,15,1,38
1360,r2r refresh the name and payment terms of the table zfap_edi820txp nan,vendorinvoicing&ap r2r refresh the name and payment terms of the table zfap_edi820txp nan,ap vendorinvoicing&ap r2r refresh the name and payment terms of the table zfap_edi820txp nan,vendorinvoicing&ap,ap,vendormaintenance,12,13,14,15,1,39
1361,r2r 1099 taxcode uplaod program nan,vendorinvoicing&ap r2r 1099 taxcode uplaod program nan,ap vendorinvoicing&ap r2r 1099 taxcode uplaod program nan,vendorinvoicing&ap,ap,1099taxwithholding/reporting,6,7,8,15,1,0
1362,r2r get cost centers and their chart of accounts nan,generalaccountingconsolidation&reporting r2r get cost centers and their chart of accounts nan,co generalaccountingconsolidation&reporting r2r get cost centers and their chart of accounts nan,generalaccountingconsolidation&reporting,co,generalaccounting,10,11,12,6,10,14
